date,daily_max_sust_knots,daily_mean_sust_knots,daily_min_press_hpa,precip_mm,daily_mean_tmpf_F,WVHT_mean
2018-02-06,12.0,3.892857142857143,1021.2,0.0,49.892857142857146,2.310425531914894
2018-02-07,7.0,2.375,1022.7,0.0,53.75,1.9569565217391303
2018-02-08,9.0,2.9583333333333335,1022.5,0.0,53.916666666666664,1.222608695652174
2018-02-09,9.0,1.5681818181818181,1022.3,0.3,50.07272727272727,1.365
2018-02-10,10.0,3.3214285714285716,1019.2,0.0,50.371428571428574,2.3752083333333336
2018-02-11,8.0,3.8048780487804876,1014.0,8.4,45.599999999999994,1.7979999999999998
2018-02-12,15.0,4.861111111111111,1014.5,0.0,47.07222222222222,2.7404347826086957
2018-02-13,8.0,4.291666666666667,1016.8,0.0,45.75,2.6177272727272727
2018-02-14,12.0,5.363636363636363,1022.2,0.5,46.333333333333336,1.771111111111111
2018-02-15,16.0,6.041666666666667,1024.7,0.0,43.958333333333336,2.396888888888889
2018-02-16,18.0,6.16,1028.0,0.0,44.44,2.685348837209302
2018-02-17,12.0,3.433333333333333,1021.5,3.0,45.666666666666664,1.9344186046511627
2018-02-18,25.0,6.359375,1016.3,13.0,48.23125,3.4379545454545455
2018-02-19,17.0,5.295454545454546,1015.2,5.8,38.93636363636364,6.487111111111111
2018-02-20,16.0,4.541666666666667,1022.1,0.0,38.02916666666667,3.7035416666666667
2018-02-21,16.0,5.708333333333333,1021.8,0.0,44.625,1.8466666666666665
2018-02-22,17.0,6.03030303030303,1023.3,10.2,42.31515151515152,2.6302222222222222
2018-02-23,18.0,8.375,1025.1,0.0,41.125,3.5263829787234044
2018-02-24,16.0,5.195121951219512,1029.5,3.6,44.34634146341463,2.0028260869565218
2018-02-25,12.0,6.185185185185185,1024.4,10.2,44.51851851851852,3.2408695652173916
2018-02-26,18.0,7.883720930232558,1017.7,3.0,46.41860465116279,3.714255319148936
2018-02-27,18.0,8.166666666666666,1019.7,0.0,43.2875,4.287608695652174
2018-02-28,11.0,4.56,1014.6,14.7,45.28,2.6247916666666664
2018-03-01,20.0,9.847826086956522,1002.8,23.6,47.21739130434783,3.0493617021276593
2018-03-02,16.0,9.969696969696969,1003.3,7.9,42.5030303030303,4.747083333333333
2018-03-03,16.0,7.689655172413793,1010.2,3.8,43.93103448275862,4.300625
2018-03-04,10.0,5.84375,1016.9,1.5,46.0625,2.939111111111111
2018-03-05,10.0,4.166666666666667,1025.2,0.0,44.833333333333336,1.6146341463414635
2018-03-06,9.0,3.7083333333333335,1018.7,0.0,46.916666666666664,1.7481818181818183
2018-03-07,16.0,3.625,1010.0,4.1,53.583333333333336,1.1963829787234042
2018-03-08,13.0,8.482758620689655,1011.9,10.7,55.172413793103445,3.0670454545454544
2018-03-09,14.0,4.618181818181818,1015.1,8.9,55.28363636363636,2.3354347826086954
2018-03-10,6.0,1.904109589041096,1013.7,0.3,49.66301369863014,1.4883333333333333
2018-03-11,6.0,1.8085106382978724,1015.5,0.0,51.85957446808511,1.1735416666666667
2018-03-12,8.0,2.9302325581395348,1008.5,3.3,51.83720930232558,1.6617021276595743
2018-03-13,24.0,9.580645161290322,1005.2,28.4,58.019354838709674,2.5136170212765956
2018-03-14,12.0,3.75,1011.9,9.1,48.11666666666667,3.1941666666666664
2018-03-15,14.0,8.290322580645162,1009.6,20.1,46.74193548387097,2.2647916666666665
2018-03-16,10.0,7.384615384615385,1009.8,13.7,44.23076923076923,2.6691489361702128
2018-03-17,10.0,5.181818181818182,1011.0,0.0,44.72727272727273,2.302127659574468
2018-03-18,9.0,4.538461538461538,1018.9,0.0,44.38461538461539,1.520212765957447
2018-03-19,10.0,3.7083333333333335,1019.2,0.0,46.666666666666664,1.153125
2018-03-20,9.0,3.6666666666666665,1011.2,2.3,53.208333333333336,0.946875
2018-03-21,8.0,2.3076923076923075,1004.8,7.4,54.302564102564105,1.5925531914893616
2018-03-22,25.0,5.947368421052632,1001.4,30.2,51.1578947368421,1.9282978723404254
2018-03-23,22.0,11.25925925925926,1015.2,18.5,47.851851851851855,3.292291666666667
2018-03-24,21.0,11.794117647058824,1014.0,17.5,44.817647058823525,3.491739130434783
2018-03-25,15.0,7.319148936170213,1014.3,4.6,44.191489361702125,3.1789583333333336
2018-03-26,19.0,8.1,1024.2,0.0,55.36666666666667,1.5059574468085106
2018-03-27,19.0,6.166666666666667,1028.3,0.0,49.82666666666667,1.800625
2018-03-28,16.0,5.1923076923076925,1023.3,0.0,51.03846153846154,2.874893617021277
2018-03-29,14.0,3.5384615384615383,1021.4,0.0,49.53846153846154,2.6693617021276594
2018-03-30,8.0,2.283333333333333,1021.0,0.0,49.57377049180328,1.7841304347826086
2018-03-31,18.0,5.486486486486487,1019.6,0.0,52.27567567567568,1.498125
2018-04-01,17.0,4.9714285714285715,1017.4,0.0,50.25714285714286,1.4156250000000001
2018-04-02,18.0,6.972972972972973,1016.8,1.3,52.108108108108105,1.5338297872340427
2018-04-03,16.0,4.115384615384615,1016.0,0.0,46.38461538461539,2.1015217391304346
2018-04-04,7.0,3.0416666666666665,1017.2,0.0,52.125,1.208913043478261
2018-04-05,11.0,4.208333333333333,1013.4,13.2,53.125,0.8489361702127659
2018-04-06,12.0,4.32258064516129,1004.8,33.3,59.58064516129032,1.746595744680851
2018-04-07,20.0,12.972972972972974,1004.8,4.3,59.524324324324326,2.462222222222222
2018-04-08,18.0,7.756756756756757,1015.7,1.5,53.65945945945946,5.303617021276596
2018-04-09,11.0,2.4615384615384617,1015.0,0.0,51.15384615384615,3.4121276595744683
2018-04-10,13.0,5.7317073170731705,1012.8,4.3,55.05365853658536,1.9662790697674417
2018-04-11,22.0,8.405405405405405,1009.0,23.4,51.270270270270274,2.82
2018-04-12,15.0,5.694444444444445,1012.8,1.0,48.03333333333333,3.6264444444444446
2018-04-13,8.0,3.96,1029.4,0.0,50.92,4.040425531914893
2018-04-14,7.0,3.2962962962962963,1024.7,0.0,51.45925925925926,3.168
2018-04-15,16.0,7.575757575757576,1008.3,10.9,52.75151515151515,3.0977083333333333
2018-04-16,12.0,5.675675675675675,1010.9,2.8,48.054054054054056,2.8964583333333334
2018-04-17,10.0,5.416666666666667,1020.2,0.0,47.458333333333336,2.8647916666666666
2018-04-18,12.0,4.416666666666667,1018.4,0.0,49.125,2.01195652173913
2018-04-19,18.0,6.655172413793103,1018.2,0.0,48.758620689655174,1.815744680851064
2018-04-20,16.0,7.481481481481482,1023.2,0.0,52.666666666666664,2.2843750000000003
2018-04-21,20.0,8.416666666666666,1024.2,0.0,51.958333333333336,2.5074468085106383
2018-04-22,20.0,5.96875,1017.9,0.0,52.15625,3.5408510638297868
2018-04-23,13.0,3.875,1015.3,0.0,55.958333333333336,2.856808510638298
2018-04-24,6.0,3.611111111111111,1014.5,0.0,55.53888888888889,1.815531914893617
2018-04-25,8.0,3.0285714285714285,1016.7,0.0,53.137142857142855,2.079375
2018-04-26,7.0,2.53125,1016.9,0.0,52.53125,1.8419565217391305
2018-04-27,8.0,2.814814814814815,1016.1,17.3,54.148148148148145,1.70375
2018-04-28,10.0,5.555555555555555,1016.6,13.7,53.25555555555556,2.08625
2018-04-29,15.0,5.024390243902439,1017.0,0.5,53.321951219512194,1.979375
2018-04-30,19.0,11.5,1020.0,0.0,53.785714285714285,2.7727083333333336
2018-05-01,20.0,7.214285714285714,1014.3,0.0,50.949999999999996,3.25
